study_accession	has_paper	host_ena_referenced	host_ena_value	host_title_referenced	host_title_value	host_abstract_referenced	host_abstract_value	is_model_organism	model_organism_disease	human_by_biome_label	host_source_summary	host_source_note	sample_host_pattern	n_host_populated	biome_labels
PRJEB37062	True	False		False		True	human; preclinical animal models	False		True	human-by-biome-label	Sequenced microbiota samples came from human donors and preclinical animal models, though specific animal species not named.	NO_HOST_DATA	0	human gut metagenome; metagenome; mouse gut metagenome; pig gut metagenome; rabbit gut metagenome; rat gut metagenome
PRJEB37383	True	True	Mus musculus	False		True	mouse	False		False	ENA + paper	Sequenced samples came from gut microbiomes of mice fed different dietary fiber diets.	UNIFORM	12	Mus musculus
PRJEB37572	False	True	Mus musculus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	86	mouse gut metagenome
PRJEB37731	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB38000	True	False		True	adults	True	adults	False		True	human-by-biome-label	Metagenomic sequenced samples came from gut microbiomes of human adults with differing lactase persistence genotypes.	NO_HOST_DATA	0	metagenome
PRJEB38095	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	mouse gut metagenome
PRJEB38174	False	True	unidentified	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	12	chicken gut metagenome; unidentified
PRJEB38343	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB39110	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	70	chicken gut metagenome
PRJEB39465	False	True	Mus musculus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	938	Mus musculus; mouse gut metagenome
PRJEB39500	True	False		False		True	human	False		True	human-by-biome-label	Sequenced samples came from 1,000 human subjects across 5 countries; mice were used only for downstream validation of metformin effects.	NO_HOST_DATA	0	metagenome
PRJEB39685	False	True	Meleagris gallopavo	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	132	feces metagenome
PRJEB39955	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB40424	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome; mouse gut metagenome
PRJEB40719	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	mouse gut metagenome
PRJEB40767	True	True	Rattus norvegicus	True	rat	True	rat	True	obesity	False	ENA + paper	[model of obesity] Shotgun metagenomic sequencing was performed on faecal samples from obese female Wistar rats before and after anti-obesity drug treatment.	UNIFORM	157	Rattus norvegicus
PRJEB40824	True	True	Sus scrofa	False		True	chickens; turkeys; pigs; wild boars; red foxes; rodents	False		False	ENA + paper	Fecal samples were sequenced from farm animals (chickens, turkeys, pigs) and wild animals (wild boars, red foxes, rodents).	DIVERSE	6	metagenome
PRJEB40866	True	True	Alistipes sp. CU970	True	mouse	True	mouse (model of antibiotic-exposed gut colonization)	True	vancomycin-resistant Enterococcus colonization in antibiotic-treated mice	False	ENA + paper	[model of vancomycin-resistant Enterococcus colonization in antibiotic-treated mice] Metagenomic sequencing was performed on gut samples from mouse models treated with antibiotics to identify microbiota members that restrict VRE colonization.	DIVERSE	5	Alistipes sp. CU970; Barnesiella sp. CU968; Olsenella sp. CU969; Oscillibacter sp. CU971; Oscillospiraceae bacterium
PRJEB40990	True	True	Salmo salar	True	salmonid	True	salmonid	False		False	ENA + paper	Metagenomic samples were sequenced from the intestines of three different salmonid host species.	DIVERSE	16	Coregonus lavaretus; Oncorhynchus mykiss; Salmo salar
PRJEB41102	True	False		True	human	True	human	False		True	human-by-biome-label	Sequenced samples came from fecal metagenomes of 5,278 adult and infant humans, longitudinally sampled in individuals and families.	NO_HOST_DATA	0	
PRJEB41222	True	False		True	broiler	True	broiler	False		False	paper only	Cecal contents were sequenced from 50 broiler chicks (25 with highest body weight and 25 with lowest body weight) selected from a flock of 218 birds.	NO_HOST_DATA	0	metagenome
PRJEB41306	True	False		True	Blattella germanica	True	Blattella germanica	False		False	paper only	Metagenomic samples were sequenced from the hindgut microbiome of German cockroach (Blattella germanica) populations under different treatment conditions.	NO_HOST_DATA	0	insect gut metagenome
PRJEB41323	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	210	chicken gut metagenome
PRJEB41657	True	True	Salmo salar	True	Atlantic salmon	True	Atlantic salmon (Salmo salar)	False		False	ENA + paper	Metagenomic sequencing was performed on gut samples from 540 Atlantic salmon at pre-smolt and post-smolt life stages.	UNIFORM	359	fish gut metagenome
PRJEB41786	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB41787	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB42282	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJEB42464	False	True	Oncorhynchus mykiss	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	59	feces metagenome
PRJEB43192	True	True	Gallus gallus	False		True	salmon; chicken	False		False	ENA + paper	Sequenced samples were derived from salmon and chicken in production settings, with multiomic data aggregated in the HoloFood Data Portal.		0	Gallus gallus; Salmo salar; chicken gut metagenome; fish gut metagenome
PRJEB4336	True	False		False		True	human; mouse (model of type 2 diabetes)	True	type 2 diabetes	False	paper only	[model of type 2 diabetes] Sequenced samples came from 1,000 human subjects across 5 countries; mice were used only for downstream validation of metformin effects.	NO_HOST_DATA	0	human gut metagenome
PRJEB4370	False	True	Mus musculus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	431	
PRJEB4391	True	False		True	kitten	True	kitten	False		False	paper only	Fecal samples from growing kittens fed different diets were sequenced using Illumina shotgun sequencing.	NO_HOST_DATA	0	metagenome
PRJEB44507	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Sequenced samples came from paleofeces of ancient miners preserved in the Hallstatt salt mines in Austria, dating from Bronze Age to Baroque period.	UNIFORM	4	Homo sapiens
PRJEB46212	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB46550	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	344	chicken gut metagenome
PRJEB46788	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB46806	True	True	Gallus gallus	True	red junglefowl	True	red junglefowl	False		False	ENA + paper	Gut microbiota samples were sequenced from two selected lines of red junglefowl differing in fear of humans.	UNIFORM	51	
PRJEB47458	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	gut metagenome; metagenome
PRJEB47609	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	179	chicken gut metagenome
PRJEB47613	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	47	chicken gut metagenome
PRJEB47909	True	False		False		True	human; baboon	False		True	human-by-biome-label	Sequenced samples came from both a human fecal microbiota transplant dataset and wild baboon gut metagenomes.	NO_HOST_DATA	0	human gut metagenome
PRJEB47976	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Shotgun metagenomic sequencing was performed on intestinal microbiome samples from 75 amyloid-positive AD patients and 100 cognitively healthy elderly controls.	UNIFORM	175	Homo sapiens
PRJEB48382	True	True	Sus scrofa	False		True	pig	False		False	ENA + paper	Sequenced samples came from pig faecal microbiomes from low- and high-antimicrobial use farms.	UNIFORM	120	Sus scrofa
PRJEB49262	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	62	human gut metagenome
PRJEB50555	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB50568	True	False		False		True	children	False		True	human-by-biome-label	Faecal samples were sequenced from 119 samples collected from 39 children aged 1-7 years.	NO_HOST_DATA	0	
PRJEB50613	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	pig gut metagenome
PRJEB50625	True	False		True	vertebrate	True	vertebrate	False		False	paper only	Sequenced samples came from gut metagenomes of 14 vertebrate species including carnivores, omnivores, and avian species.	NO_HOST_DATA	0	rabbit gut metagenome
PRJEB51122	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome; horse metagenome; human gut metagenome; pig gut metagenome; primate metagenome
PRJEB51353	True	False		True	human	True	human	False		True	human-by-biome-label	Metagenomics samples were sequenced from stool of human participants in the Swedish CardioPulmonary bioImage Study cohort with and without obstructive sleep apnea.	NO_HOST_DATA	0	human gut metagenome
PRJEB51635	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB51815	False	True	Salmo salar	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	179	fish gut metagenome
PRJEB52043	True	False		True	mice	True	mice	False		False	paper only	Sequenced samples came from 622 public mouse microbiome samples and 97 additional mouse microbiomes used in a meta-analysis of diet-associated changes.	NO_HOST_DATA	0	mouse gut metagenome
PRJEB5224	True	False		False		True	human	False		True	human-by-biome-label	Sequenced samples came from 1,000 human subjects across 5 countries; mice were used only for downstream mechanistic validation.	NO_HOST_DATA	0	human gut metagenome
PRJEB52269	True	True	Mus musculus	True	mice	True	mice	True		False	ENA + paper	[model organism, disease unnamed] Whole-genome shotgun sequencing was performed on cecal content samples from mice exposed to high-fat diet and estrogen treatments.	UNIFORM	64	Mus musculus
PRJEB52754	False	True	Gasterosteus aculeatus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	62	fish gut metagenome; metagenome
PRJEB53667	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	chicken gut metagenome
PRJEB55462	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB55534	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB55607	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB55711	True	False		True	patients with systemic lupus erythematosus	True	human	False		True	human-by-biome-label	Metagenomic sequencing was performed on fecal samples from 16 SLE patients and 31 healthy controls.	NO_HOST_DATA	0	human gut metagenome
PRJEB55713	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB55812	True	False		True	mouse	True	mouse	False		False	paper only	Sequenced samples came from fecal pellets and exhaust dust collection filters from mouse cages in laboratory facilities.	NO_HOST_DATA	0	
PRJEB56324	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	mouse gut metagenome
PRJEB56669	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB57214	True	False		False		True	mouse (model of cholestasis)	True	cholestasis	False	paper only	[model of cholestasis] Fecal samples from mice underwent BDL surgery or sham operation, collected longitudinally for shotgun metagenomics profiling.	NO_HOST_DATA	0	metagenome
PRJEB57228	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB57911	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB58106	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB58157	False	False		False	N/A	False	N/A	False		True	human-by-biome-label	no linked paper -- deposit-only study	NO_HOST_DATA	0	human gut metagenome
PRJEB58265	True	True	Crocidura russula	True	mammals	True	mammals	False		False	ENA + paper	Sequenced samples came from wild-captured mammals exposed to environmental stressors during a captivity experiment lasting 45 days.	DIVERSE	110	Apodemus sylvaticus; Crocidura russula
PRJEB58441	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJEB58777	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB58787	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	gut metagenome
PRJEB59119	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB59225	True	True	Gadus morhua	True	Northeast Arctic cod (Gadus morhua)	True	Northeast Arctic cod	False		False	ENA + paper	Metagenomes were sequenced directly from the outer gut mucus layer of six individual cod.	UNIFORM	6	Gadus morhua
PRJEB59350	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJEB59886	True	True	Salmo salar	True	salmonid	True	Atlantic salmon (Salmo salar)	False		False	ENA + paper	The sequenced samples came from the gut (intestinal metagenome) of wild Atlantic salmon populations.	UNIFORM	76	Salmo salar
PRJEB60080	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE_AND_SPARSE	4	Cloning vector pBR322; pig gut metagenome
PRJEB6070	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Sequenced samples came from stool metagenomes of 667 human participants across healthy, adenoma, and carcinoma health statuses.	UNIFORM	424	Homo sapiens
PRJEB60740	False	True	Mus musculus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	1803	metagenome; mouse gut metagenome
PRJEB60852	True	True	Rangifer tarandus platyrhynchus	True	primates and ungulates	True	Yunnan snub-nosed monkey; reindeer	False		False	ENA + paper	Metagenomic samples came from gut tissue of wild Yunnan snub-nosed monkeys and reindeer adapted to cold environments.	UNIFORM	1	Rangifer tarandus platyrhynchus
