study_accession	n_samples	n_host_populated	pct_host_complete	n_distinct_hosts	distinct_host_list	sample_host_pattern	seq_type_mix	n_distinct_seq_types	has_genomic	n_genomic	host_pattern_confirmed	host_pattern_llm_note
PRJEB46806	51	51	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:51	1	False	0	UNIFORM	
PRJEB47458	496	0	0.0	0		NO_HOST_DATA	METAGENOMIC:496	1	False	0	NO_HOST_DATA	
PRJEB47609	179	179	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:179	1	False	0	UNIFORM	
PRJEB47613	47	47	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:47	1	False	0	UNIFORM	
PRJEB47909	115	0	0.0	0		NO_HOST_DATA	METAGENOMIC:115	1	False	0	NO_HOST_DATA	
PRJEB47976	175	175	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:175	1	False	0	UNIFORM	
PRJEB48382	120	120	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:120	1	False	0	UNIFORM	
PRJEB49262	62	62	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:62	1	False	0	UNIFORM	
PRJEB50555	537	0	0.0	0		NO_HOST_DATA	METAGENOMIC:537	1	False	0	NO_HOST_DATA	
PRJEB50568	119	0	0.0	0		NO_HOST_DATA	METAGENOMIC:119	1	False	0	NO_HOST_DATA	
PRJEB50613	62	0	0.0	0		NO_HOST_DATA	METAGENOMIC:62	1	False	0	NO_HOST_DATA	
PRJEB50625	30	0	0.0	0		NO_HOST_DATA	METAGENOMIC:30	1	False	0	NO_HOST_DATA	
PRJEB51122	161	0	0.0	0		NO_HOST_DATA	METAGENOMIC:161	1	False	0	NO_HOST_DATA	
PRJEB51353	9819	0	0.0	0		NO_HOST_DATA	METAGENOMIC:9819	1	False	0	NO_HOST_DATA	
PRJEB51635	148	0	0.0	0		NO_HOST_DATA	METAGENOMIC:148	1	False	0	NO_HOST_DATA	
PRJEB51815	179	179	1.0	1	Salmo salar	UNIFORM	METAGENOMIC:179	1	False	0	UNIFORM	
PRJEB52043	97	0	0.0	0		NO_HOST_DATA	METAGENOMIC:97	1	False	0	NO_HOST_DATA	
PRJEB52095	438	438	1.0	1	Gallus gallus	UNIFORM	TRANSCRIPTOMIC:438	1	False	0	UNIFORM	
PRJEB52139	70	70	1.0	1	Gallus gallus	UNIFORM	METATRANSCRIPTOMIC:70	1	False	0	UNIFORM	
PRJEB5224	260	0	0.0	0		NO_HOST_DATA	METAGENOMIC:260	1	False	0	NO_HOST_DATA	
PRJEB52269	64	64	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:64	1	False	0	UNIFORM	
PRJEB52754	68	62	0.912	1	Gasterosteus aculeatus	UNIFORM	METAGENOMIC:68	1	False	0	UNIFORM	
PRJEB53667	48	0	0.0	0		NO_HOST_DATA	METAGENOMIC:48	1	False	0	NO_HOST_DATA	
PRJEB55462	294	0	0.0	0		NO_HOST_DATA	METAGENOMIC:294	1	False	0	NO_HOST_DATA	
PRJEB55534	173	0	0.0	0		NO_HOST_DATA	METAGENOMIC:173	1	False	0	NO_HOST_DATA	
PRJEB55607	100	0	0.0	0		NO_HOST_DATA	METAGENOMIC:100	1	False	0	NO_HOST_DATA	
PRJEB55711	44	0	0.0	0		NO_HOST_DATA	METAGENOMIC:44	1	False	0	NO_HOST_DATA	
PRJEB55713	55	0	0.0	0		NO_HOST_DATA	METAGENOMIC:55	1	False	0	NO_HOST_DATA	
PRJEB55812	15	0	0.0	0		NO_HOST_DATA	METAGENOMIC:15	1	False	0	NO_HOST_DATA	
PRJEB56324	40	0	0.0	0		NO_HOST_DATA	METAGENOMIC:40	1	False	0	NO_HOST_DATA	
PRJEB56669	78	0	0.0	0		NO_HOST_DATA	METAGENOMIC:78	1	False	0	NO_HOST_DATA	
PRJEB57214	145	0	0.0	0		NO_HOST_DATA	METAGENOMIC:145	1	False	0	NO_HOST_DATA	
PRJEB57228	44	0	0.0	0		NO_HOST_DATA	METAGENOMIC:44	1	False	0	NO_HOST_DATA	
PRJEB57911	58	0	0.0	0		NO_HOST_DATA	METAGENOMIC:58	1	False	0	NO_HOST_DATA	
PRJEB58106	115	0	0.0	0		NO_HOST_DATA	METAGENOMIC:115	1	False	0	NO_HOST_DATA	
PRJEB58157	277	0	0.0	0		NO_HOST_DATA	METAGENOMIC:277	1	False	0	NO_HOST_DATA	
PRJEB58265	110	110	1.0	2	Apodemus sylvaticus; Crocidura russula	DIVERSE	METAGENOMIC:110	1	False	0	DIVERSE	Two distinct rodent species from different families: Apodemus sylvaticus (wood mouse, Muridae) and Crocidura russula (Iberian shrew, Soricidae).
PRJEB58441	587	0	0.0	0		NO_HOST_DATA	METAGENOMIC:587	1	False	0	NO_HOST_DATA	
PRJEB58777	396	0	0.0	0		NO_HOST_DATA	METAGENOMIC:236; GENOMIC:160	2	True	160	NO_HOST_DATA	
PRJEB58787	204	0	0.0	0		NO_HOST_DATA	METAGENOMIC:108; GENOMIC:96	2	True	96	NO_HOST_DATA	
PRJEB59119	42	0	0.0	0		NO_HOST_DATA	METAGENOMIC:42	1	False	0	NO_HOST_DATA	
PRJEB59225	6	6	1.0	1	Gadus morhua	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJEB59350	134	0	0.0	0		NO_HOST_DATA	METAGENOMIC:134	1	False	0	NO_HOST_DATA	
PRJEB59886	76	76	1.0	1	Salmo salar	UNIFORM	METAGENOMIC:76	1	False	0	UNIFORM	
PRJEB60080	6	4	0.667	2	Cloning vector pBR322; Sus scrofa domesticus	DIVERSE_AND_SPARSE	METAGENOMIC:5; GENOMIC:1	2	True	1	DIVERSE_AND_SPARSE	A plasmid cloning vector is not an animal; Sus scrofa domesticus is a domestic pig—these are fundamentally different entities.
PRJEB6070	424	424	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:424	1	False	0	UNIFORM	
PRJEB60740	3365	1803	0.536	1	Mus musculus	UNIFORM_WITH_GAPS	METAGENOMIC:3365	1	False	0	UNIFORM_WITH_GAPS	
PRJEB60852	1	1	1.0	1	Rangifer tarandus platyrhynchus	UNIFORM	GENOMIC:1	1	True	1	UNIFORM	
PRJEB62607	25	0	0.0	0		NO_HOST_DATA	METAGENOMIC:25	1	False	0	NO_HOST_DATA	
PRJEB62783	30	0	0.0	0		NO_HOST_DATA	METAGENOMIC:30	1	False	0	NO_HOST_DATA	
PRJEB63613	35	0	0.0	0		NO_HOST_DATA	METAGENOMIC:35	1	False	0	NO_HOST_DATA	
PRJEB64278	95	87	0.916	1	Callithrix jacchus	UNIFORM	METAGENOMIC:95	1	False	0	UNIFORM	
PRJEB64334	1292	1250	0.967	1	Salmo salar	UNIFORM	METAGENOMIC:548; TRANSCRIPTOMIC:419; GENOMIC:325	3	True	325	UNIFORM	
PRJEB6456	400	0	0.0	0		NO_HOST_DATA	METAGENOMIC:400	1	False	0	NO_HOST_DATA	
PRJEB65885	22	0	0.0	0		NO_HOST_DATA	METAGENOMIC:22	1	False	0	NO_HOST_DATA	
PRJEB66211	28	0	0.0	0		NO_HOST_DATA	METAGENOMIC:28	1	False	0	NO_HOST_DATA	
PRJEB66224	20	0	0.0	0		NO_HOST_DATA	METAGENOMIC:20	1	False	0	NO_HOST_DATA	
PRJEB66261	62	62	1.0	1	Pycnoscelus surinamensis	UNIFORM	METAGENOMIC:62	1	False	0	UNIFORM	
PRJEB66438	33	33	1.0	1	Canis lupus familiaris	UNIFORM	METAGENOMIC:33	1	False	0	UNIFORM	
PRJEB66439	472	426	0.903	2	Blank sample;blank sample; Canis lupus familiaris	DIVERSE	METAGENOMIC:472	1	False	0	DIVERSE	Blank samples represent negative controls or environmental blanks, genuinely distinct from dog host samples.
PRJEB66719	306	0	0.0	0		NO_HOST_DATA	METAGENOMIC:306	1	False	0	NO_HOST_DATA	
PRJEB67586	167	0	0.0	0		NO_HOST_DATA	METAGENOMIC:167	1	False	0	NO_HOST_DATA	
PRJEB68161	294	0	0.0	0		NO_HOST_DATA	METAGENOMIC:294	1	False	0	NO_HOST_DATA	
PRJEB6997	530	0	0.0	0		NO_HOST_DATA	METAGENOMIC:530	1	False	0	NO_HOST_DATA	
PRJEB70517	173	173	1.0	2	Mus musculus; control sample	DIVERSE	METAGENOMIC:173	1	False	0	UNIFORM	'control sample' is a sample type descriptor, not a host label; both labels refer to the same mouse species.
PRJEB70928	129	129	1.0	1	Macaca mulatta	UNIFORM	METAGENOMIC:129	1	False	0	UNIFORM	
PRJEB71372	123	123	1.0	1	Tursiops truncatus	UNIFORM	METAGENOMIC:123	1	False	0	UNIFORM	
PRJEB72433	295	0	0.0	0		NO_HOST_DATA	METAGENOMIC:295	1	False	0	NO_HOST_DATA	
PRJEB72437	8	0	0.0	0		NO_HOST_DATA	METAGENOMIC:8	1	False	0	NO_HOST_DATA	
PRJEB73330	14	0	0.0	0		NO_HOST_DATA	METAGENOMIC:14	1	False	0	NO_HOST_DATA	
PRJEB73511	47	0	0.0	0		NO_HOST_DATA	METAGENOMIC:47	1	False	0	NO_HOST_DATA	
PRJEB73709	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJEB73981	60	52	0.867	1	Mus musculus	UNIFORM	METAGENOMIC:60	1	False	0	UNIFORM	
PRJEB74042	931	0	0.0	0		NO_HOST_DATA	METAGENOMIC:931	1	False	0	NO_HOST_DATA	
PRJEB74236	118	0	0.0	0		NO_HOST_DATA	METAGENOMIC:118	1	False	0	NO_HOST_DATA	
PRJEB74482	862	779	0.904	1	Mus musculus	UNIFORM	METAGENOMIC:862	1	False	0	UNIFORM	
PRJEB74702	24	24	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJEB75763	3	0	0.0	0		NO_HOST_DATA	METAGENOMIC:3	1	False	0	NO_HOST_DATA	
PRJEB76409	32	15	0.469	1	Mus musculus	UNIFORM_WITH_GAPS	METAGENOMIC:32	1	False	0	UNIFORM_WITH_GAPS	
PRJEB76898	940	930	0.989	22	Calotriton asper; Canis lupus familiaris; Chalcides striatus; Geospizopsis unicolor; Lepus europaeus; Lissotriton helveticus; Natrix astreptophora; Perisoreus infaustus; Plecotus auritus; Podarcis filfolensis; Podarcis gaigeae; Podarcis liolepis; Podarcis milensis; Podarcis muralis; Podarcis pityusensis; Psittacula echo; Salamandra atra; Sciurus carolinensis; Sciurus vulgaris; Strix aluco; Trichosurus vulpecula; Zonotrichia capensis	DIVERSE	METAGENOMIC:938; GENOMIC:2	2	True	2	DIVERSE	22 distinct species spanning amphibians, reptiles, birds, and mammals representing a genuine multi-host environmental or ecological study.
PRJEB77081	283	122	0.431	1	Mus musculus	UNIFORM_WITH_GAPS	METAGENOMIC:283	1	False	0	UNIFORM_WITH_GAPS	
PRJEB77276	481	468	0.973	1	Mus musculus	UNIFORM	METAGENOMIC:481	1	False	0	UNIFORM	
PRJEB7759	184	0	0.0	0		NO_HOST_DATA	METAGENOMIC:184	1	False	0	NO_HOST_DATA	
PRJEB7774	156	0	0.0	0		NO_HOST_DATA	METAGENOMIC:156	1	False	0	NO_HOST_DATA	
PRJEB77930	3	0	0.0	0		NO_HOST_DATA	METAGENOMIC:3	1	False	0	NO_HOST_DATA	
PRJEB79352	240	240	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:240	1	False	0	UNIFORM	
PRJEB79635	5	0	0.0	0		NO_HOST_DATA	METAGENOMIC:5	1	False	0	NO_HOST_DATA	
PRJEB79769	96	96	1.0	1	Felis catus	UNIFORM	METAGENOMIC:96	1	False	0	UNIFORM	
PRJEB81106	794	0	0.0	0		NO_HOST_DATA	METAGENOMIC:794	1	False	0	NO_HOST_DATA	
PRJEB81356	27	27	1.0	1	Capreolus capreolus	UNIFORM	METAGENOMIC:27	1	False	0	UNIFORM	
PRJEB81553	288	217	0.753	1	Mus musculus;Mus musculus castaneus	UNIFORM_WITH_GAPS	METAGENOMIC:288	1	False	0	UNIFORM_WITH_GAPS	
PRJEB81554	476	449	0.943	1	Mus musculus	UNIFORM	METAGENOMIC:476	1	False	0	UNIFORM	
PRJEB81709	173	173	1.0	1	Acrocephalus sechellensis	UNIFORM	METAGENOMIC:173	1	False	0	UNIFORM	
PRJEB81717	27	27	1.0	1	Papio cynocephalus and P. anubis	UNIFORM	METAGENOMIC:27	1	False	0	UNIFORM	
PRJEB81804	573	417	0.728	2	Homo sapiens; Sus scrofa	DIVERSE_AND_SPARSE	METAGENOMIC:573	1	False	0	DIVERSE_AND_SPARSE	Human and pig are two distinctly different species; this is a legitimate multi-host study.
PRJEB81807	8	0	0.0	0		NO_HOST_DATA	METAGENOMIC:8	1	False	0	NO_HOST_DATA	
PRJEB82776	279	279	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:279	1	False	0	UNIFORM	
PRJEB82952	72	0	0.0	0		NO_HOST_DATA	METAGENOMIC:72	1	False	0	NO_HOST_DATA	
PRJEB83251	26	26	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:26	1	False	0	UNIFORM	
PRJEB83610	34	34	1.0	1	Capra	UNIFORM	METAGENOMIC:34	1	False	0	UNIFORM	
PRJEB84467	435	0	0.0	0		NO_HOST_DATA	METAGENOMIC:435	1	False	0	NO_HOST_DATA	
PRJEB86012	113	0	0.0	0		NO_HOST_DATA	METAGENOMIC:113	1	False	0	NO_HOST_DATA	
PRJEB86255	720	720	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:720	1	False	0	UNIFORM	
PRJEB86258	2723	2611	0.959	1	Gallus gallus	UNIFORM	METAGENOMIC:2658; METATRANSCRIPTOMIC:65	2	False	0	UNIFORM	
PRJEB86259	100	100	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:100	1	False	0	UNIFORM	
PRJEB86260	1418	1418	1.0	1	Meleagris gallopavo	UNIFORM	METAGENOMIC:1418	1	False	0	UNIFORM	
PRJEB86261	1128	1128	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:1104; METATRANSCRIPTOMIC:24	2	False	0	UNIFORM	
PRJEB86262	432	432	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:432	1	False	0	UNIFORM	
PRJEB88012	24	0	0.0	0		NO_HOST_DATA	METAGENOMIC:24	1	False	0	NO_HOST_DATA	
PRJEB88111	108	108	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:59; GENOMIC:49	2	True	49	UNIFORM	
PRJEB88329	171	14	0.082	2	Mus musculus; mixed DNA library	DIVERSE_AND_SPARSE	METAGENOMIC:167; TRANSCRIPTOMIC:4	2	False	0	UNIFORM_WITH_GAPS	Mixed DNA library is a technical description of sample composition, not a distinct host animal; both labels refer to Mus musculus samples.
PRJEB88878	83	83	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:83	1	False	0	UNIFORM	
PRJEB89232	28	28	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:28	1	False	0	UNIFORM	
PRJEB89408	117	117	1.0	23	Dactylopsila trivirgata; Dendrolagus lumholtzi; Lasiorhinus latifrons; Macropus giganteus; Notamacropus agilis; Notamacropus parma; Notamacropus rufogriseus; Onychogalea unguifera; Osphranter rufus; Petauroides volans; Petaurus australis; Petaurus gracilis; Petaurus norfolcensis; Phascolarctos cinereus; Pseudocheirus peregrinus; Pseudochirops archeri; Pseudochirulus herbertensis; Thylogale stigmatica; Trichosurus caninus; Trichosurus cunninghami; Trichosurus vulpecula; Vombatus ursinus; Wallabia bicolor	DIVERSE	METAGENOMIC:117	1	False	0	DIVERSE	23 distinct Australian marsupial species representing genuine biological diversity.
PRJEB89425	32	0	0.0	0		NO_HOST_DATA	METAGENOMIC:32	1	False	0	NO_HOST_DATA	
PRJEB89830	38	0	0.0	0		NO_HOST_DATA	METAGENOMIC:38	1	False	0	NO_HOST_DATA	
PRJEB90218	327	272	0.832	1	Mus musculus	UNIFORM	METAGENOMIC:327	1	False	0	UNIFORM	
PRJEB90470	6	6	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJEB9357	88	88	1.0	1	Felis catus	UNIFORM	METAGENOMIC:88	1	False	0	UNIFORM	
PRJEB9403	2281	787	0.345	140	Amycolatopsis mediterranei U32; Aplysiopsis enteromorphae; Arum byzantinum; Arum euxinum; Arum jacquemontii; Arum lucanum; Arum palaestinum; Ascidonia miserabilis; Bosellia sp. PJK-2010; Caliphylla mediterranea; Caliphylla viridis; Chungangia sp. CAU 8465; Elysia stylifera; Ercolania boodleae; Ercolania felina; Ercolania fuscata; Ercolania sp. PJK-2010; Euonymus macropterus; Euonymus sachalinensis; Exhippolysmata ensirostris; Hermaea bifida; Hermaea cruciata; Homo sapiens; Influenza A virus (A/Anhui-Baohe/1351/2009(H1N1)); Influenza A virus (A/Anhui-Baohe/1392/2009(H1N1)); Influenza A virus (A/Beijing-Huairou/1264/2009(H1N1)); Influenza A virus (A/Beijing-Xuanwu/141/2009(H1N1)); Influenza A virus (A/Fujian-Cangshan/1120/2009(H1N1)); Influenza A virus (A/Fujian-Gulou/1333/2009(H1N1)); Influenza A virus (A/Fujian-Gulou/1482/2009(H1N1)); Influenza A virus (A/Fujian-Gulou/1896/2009(H1N1)); Influenza A virus (A/Fujian-Shishi/51/2009(H1N1)); Influenza A virus (A/Guangdong-Futian/174/2009(H1N1)); Influenza A virus (A/Guangdong-Jinping/2138/2009(H1N1)); Influenza A virus (A/Guangdong-Maonan/51/2009(H1N1)); Influenza A virus (A/Guangdong-Xuwen/313/2009(H1N1)); Influenza A virus (A/Guangdong-Yuncheng/1193/2009(H1N1)); Influenza A virus (A/Guangdong-Yuncheng/1512/2009(H1N1)); Influenza A virus (A/Guangxi-Qingxiu/1250/2009(H1N1)); Influenza A virus (A/Hebei-Xinshi/117/2009(H1N1)); Influenza A virus (A/Heilongjiang-Daoli/112/2009(H1N1)); Influenza A virus (A/Heilongjiang-Hailin/15/2009(H1N1)); Influenza A virus (A/Heilongjiang-Nangang/1110/2009(H1N1)); Influenza A virus (A/Heilongjiang-Xiangfang/169/2009(H1N1)); Influenza A virus (A/Henan-Jinshui/125/2009(H1N1)); Influenza A virus (A/Henan-Jinshui/51/2009(H1N1)); Influenza A virus (A/Henan-Xigong/18/2009(H1N1)); Influenza A virus (A/Henan-Zhongyuan/111/2009(H1N1)); Influenza A virus (A/Huairou/620/2009(H1N1)); Influenza A virus (A/Hubei-Jiangan/117/2009(H1N1)); Influenza A virus (A/Hubei-Xiangcheng/312/2009(H1N1)); Influenza A virus (A/Hubei-Yidu/314/2009(H1N1)); Influenza A virus (A/Hunan-Beihu/1237/2009(H1N1)); Influenza A virus (A/Hunan-Furong/112/2009(H1N1)); Influenza A virus (A/Hunan-Leiyang/39/2009(H1N1)); Influenza A virus (A/Hunan-Louxing/322/2009(H1N1)); Influenza A virus (A/Hunan-Qiyang/34/2009(H1N1)); Influenza A virus (A/Hunan-Wuling/1120/2009(H1N1)); Influenza A virus (A/Hunan-Yuelu/310/2009(H1N1)); Influenza A virus (A/Hunan-Yuelu/32/2009(H1N1)); Influenza A virus (A/Hunan-Yuelu/37/2009(H1N1)); Influenza A virus (A/Hunan-Yueyanglou/317/2009(H1N1)); Influenza A virus (A/Jiangsu-Gulou/11/2009(H1N1)); Influenza A virus (A/Jiangsu-Gulou/110/2009(H1N1)); Influenza A virus (A/Jiangxi-Yuanzhou/1119/2009(H1N1)); Influenza A virus (A/Jiangxi-Yuanzhou/14/2009(H1N1)); Influenza A virus (A/Jiangxi-Zhanggong/118/2009(H1N1)); Influenza A virus (A/Jilin-Chaoyang/111/2009(H1N1)); Influenza A virus (A/Jilin-Chuanying/121/2009(H1N1)); Influenza A virus (A/Jilin-Chuanying/163/2009(H1N1)); Influenza A virus (A/Lanzhou/121/2009(H1N1)); Influenza A virus (A/Liaoning-Heping/146/2009(H1N1)); Influenza A virus (A/Liaoning-Tiedong/14/2009(H1N1)); Influenza A virus (A/Liaoning-Zhenxing/1117/2009(H1N1)); Influenza A virus (A/Liaoning-Zhenxing/175/2009(H1N1)); Influenza A virus (A/Ningxia-Xingqing/233/2009(H1N1)); Influenza A virus (A/Ningxia-Zhongning/17/2009(H1N1)); Influenza A virus (A/Shandong-HuaiYin/11/2009(H1N1)); Influenza A virus (A/Shandong-HuaiYin/1106/2009(H1N1)); Influenza A virus (A/Shandong-HuaiYin/148/2009(H1N1)); Influenza A virus (A/Shandong-HuaiYin/162/2009(H1N1)); Influenza A virus (A/Shandong-HuaiYin/19/2009(H1N1)); Influenza A virus (A/Shandong-Taishan/126/2009(H1N1)); Influenza A virus (A/Shanghai-Nanhui/1128/2009(H1N1)); Influenza A virus (A/Shanxi-Taigu/118/2009(H1N1)); Influenza A virus (A/Sichuan-Anyue/154/2009(H1N1)); Influenza A virus (A/Sichuan-Longmatan/515/2009(H1N1)); Influenza A virus (A/Sichuan-Wuhou/51/2009(H1N1)); Influenza A virus (A/Tianjin-Jinnan/15/2009(H1N1)); Influenza A virus (A/Xinjiang-Hutubi/11/2009(H1N1)); Influenza A virus (A/Zhejiang-Haishu/1305/2009(H1N1)); Limnospira maxima KMMCC CY-049; Limnospira maxima UTEX LB 2342; Limnospira platensis KMMCC CY-007; Lysmata argentopunctata; Lysmata cf. boggessi JAB-2010; Lysmata cf. intermedia JAB-2010; Lysmata vittata; Merguia oligodon; Merhippolyte ancistrota; Palaemon floridanum; Placida kingstoni; Placida verticillata; Pontonia domestica; Pontonia mexicana; Prunus carduchorum; Prunus fenzliana; Prunus haussknechtii; Prunus korshinskyi; Prunus nairica; Prunus scoparia; Prunus spartioides; Prunus x keredjensis; Pupa nitidula; Salix canariensis; Salmonella enterica subsp. enterica serovar Montevideo str. 30077; Salmonella enterica subsp. enterica serovar Montevideo str. 50079; Salmonella enterica subsp. enterica serovar Montevideo str. 50080; Salmonella enterica subsp. enterica serovar Montevideo str. 50262; Salmonella enterica subsp. enterica serovar Montevideo str. 50270; Salmonella enterica subsp. enterica serovar Montevideo str. ATCC BAA710; Salmonella enterica subsp. enterica serovar Montevideo str. CASC_09SCPH15965; Salmonella enterica subsp. enterica serovar Montevideo str. LQC 10; Salmonella enterica subsp. enterica serovar Montevideo str. NC_MB110209-0054; Salmonella enterica subsp. enterica serovar Montevideo str. OH_2009072675; Salmonella enterica subsp. enterica serovar Montevideo str. SAL0145; Salmonella enterica subsp. enterica serovar Montevideo str. SARB30; Salmonella enterica subsp. enterica serovar Montevideo str. SARB31; Salmonella enterica subsp. enterica serovar Senftenberg str. 316235162; Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004; Salmonella enterica subsp. enterica serovar Senftenberg str. 423984-1; Salmonella enterica subsp. enterica serovar Senftenberg str. 423984-2; Salmonella enterica subsp. enterica serovar Senftenberg str. NC_MB012510-0038; Salmonella enterica subsp. enterica serovar Senftenberg str. WA_14508; Salmonella enterica subsp. enterica serovar Tennessee str. 4083; Salmonella enterica subsp. enterica serovar Tennessee str. 4535; Salmonella enterica subsp. enterica serovar Tennessee str. 54; Taenia arctos; uncultured Breviata; unidentified	DIVERSE_AND_SPARSE	METAGENOMIC:1496; GENOMIC:785	2	True	785	DIVERSE_AND_SPARSE	This is a highly diverse metagenomic study spanning multiple kingdoms: humans, viruses, marine invertebrates, plants, bacteria, and other organisms—genuine multi-host diversity, not labeling variants.
PRJEB96078	192	167	0.87	1	Mus musculus	UNIFORM	METAGENOMIC:192	1	False	0	UNIFORM	
PRJEB97391	344	9	0.026	1	mixed DNA library	UNIFORM_WITH_GAPS	METAGENOMIC:344	1	False	0	UNIFORM_WITH_GAPS	
PRJNA1000214	16	16	1.0	1	Wenchang Chicken	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA1002411	140	140	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:140	1	False	0	UNIFORM	
PRJNA1003305	6	6	1.0	1	Mice	UNIFORM	OTHER:6	1	False	0	UNIFORM	
PRJNA1006089	169	0	0.0	0		NO_HOST_DATA	METAGENOMIC:169	1	False	0	NO_HOST_DATA	
PRJNA1006316	350	350	1.0	1	Apis mellifera	UNIFORM	METAGENOMIC:350	1	False	0	UNIFORM	
PRJNA1008639	6	5	0.833	5	mouse_1;mouse 1; mouse_3;mouse 3; mouse_5;mouse 5; mouse_7;mouse 7; mouse_9;mouse 9	DIVERSE	METAGENOMIC:6	1	False	0	DIVERSE	Five distinct individual mice identified by unique numbering (1, 3, 5, 7, 9), not alternative labels for a single animal.
PRJNA1009258	61	61	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:61	1	False	0	UNIFORM	
PRJNA1010388	109	109	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:109	1	False	0	UNIFORM	
PRJNA1010706	419	419	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:279; METATRANSCRIPTOMIC:140	2	False	0	UNIFORM	
PRJNA1011201	6	6	1.0	1	Gallus gallus domesticus	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA1011357	10	10	1.0	1	Cyprinus carpio	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA1012496	12	0	0.0	0		NO_HOST_DATA	METAGENOMIC:12	1	False	0	NO_HOST_DATA	
PRJNA1014131	16	16	1.0	2	Manis javanica; Manis pentadactyla	DIVERSE	METAGENOMIC:16	1	False	0	DIVERSE	Two distinct pangolin species with different geographic distributions and taxonomic classifications.
PRJNA1017798	24	24	1.0	1	Ochotona curzoniae	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA1023249	3	2	0.667	1	Capra hircus	UNIFORM_WITH_GAPS	METAGENOMIC:3	1	False	0	UNIFORM_WITH_GAPS	
PRJNA1023964	42	22	0.524	13	Aplodinotus grunniens; Carpiodes carpio; Carpiodes cyprinus; Cyprinus carpio; Dorosoma cepedianum; Ictalurus punctatus; Ictiobus bubalus; Micropterus dolomieu; Morone chrysops; Morone saxatilis x M. chrysops; Moxostoma erythrurum; Moxostoma macrolepidotum; Sander canadensis x S. vitreus	DIVERSE_AND_SPARSE	METAGENOMIC:42	1	False	0	DIVERSE_AND_SPARSE	Thirteen distinct freshwater fish species/hybrid combinations from different families and genera.
PRJNA1025260	35	35	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:35	1	False	0	UNIFORM	
PRJNA1026073	1	1	1.0	1	Plutella xylostella	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA1026631	83	83	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:83	1	False	0	UNIFORM	
PRJNA1026909	4	4	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA1027632	197	197	1.0	1	Gallus gallus subsp domesticus	UNIFORM	METAGENOMIC:197	1	False	0	UNIFORM	
PRJNA1028770	16	16	1.0	1	mouse	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA1029302	39	39	1.0	1	Kyphosus sydneyanus	UNIFORM	METAGENOMIC:26; METATRANSCRIPTOMIC:13	2	False	0	UNIFORM	
PRJNA1030894	100	100	1.0	1	Ochotona curzoniae	UNIFORM	METAGENOMIC:100	1	False	0	UNIFORM	
PRJNA1030990	28	28	1.0	1	mouse	UNIFORM	METAGENOMIC:28	1	False	0	UNIFORM	
PRJNA1031251	34	0	0.0	0		NO_HOST_DATA	OTHER:34	1	False	0	NO_HOST_DATA	
PRJNA1031700	32	32	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:32	1	False	0	UNIFORM	
PRJNA1036300	18	18	1.0	1	mouse	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA1036376	70	70	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:70	1	False	0	UNIFORM	
